,date,category,item_code,price,amount
595,2019-01-20,beauty,200197,39800,198506000
596,2019-01-20,cloth,201058,59900,73607000
597,2019-01-20,cloth,201061,59900,78529000
598,2019-01-20,cloth,201161,79000,61467000
599,2019-01-20,cloth,201794,49000,57026000
600,2019-01-20,cloth,201801,49000,60143000
601,2019-01-20,cloth,202421,169000,131175000
602,2019-01-20,food,200033,69900,108450000
603,2019-01-20,food,200039,40900,188550000
604,2019-01-20,food,201479,49900,240589000
605,2019-01-20,home_appliance,200432,1440000,13991000
606,2019-01-20,home_appliance,200441,2130000,46454000
607,2019-01-20,home_appliance,200451,2990000,0
608,2019-01-20,home_appliance,200465,489000,67054000
609,2019-01-20,home_appliance,200487,1549000,67768000
610,2019-01-20,home_appliance,200499,1300000,21991000
611,2019-01-20,home_appliance,200508,1900000,36830000
612,2019-01-20,home_appliance,200518,2700000,32707000
613,2019-01-20,home_appliance,200533,439000,93876000
614,2019-01-20,home_appliance,200554,1409000,68795000
615,2019-01-20,home_appliance,201704,1349000,82608000
616,2019-01-20,home_appliance,201706,1089000,15421000
617,2019-01-20,home_appliance,201715,339000,22765000
618,2019-01-20,home_appliance,201716,615000,16677000
619,2019-01-20,home_appliance,201756,1259000,48229000
620,2019-01-20,home_appliance,201758,999000,8510000
621,2019-01-20,home_appliance,201767,309000,41998000
622,2019-01-20,home_appliance,201768,565000,41797000
623,2019-01-20,kitchen,202093,168000,45651000
624,2019-01-20,kitchen,202095,158000,15667000
625,2019-01-20,kitchen,202098,158000,95482000
626,2019-01-20,kitchen,202100,148000,28230000
627,2019-01-20,kitchen,202455,218000,37329000
628,2019-01-20,kitchen,202456,208000,4536000
629,2019-01-20,kitchen,202457,198000,12109000
630,2019-01-20,kitchen,202458,208000,32655000
631,2019-01-20,stuff,200949,139000,34002000
632,2019-01-20,stuff,200952,129000,68145000
633,2019-01-20,stuff,202178,99000,156149000
634,2019-01-20,underwear,200332,50900,39341000
635,2019-01-20,underwear,202060,99900,59094000
636,2019-01-21,beauty,200756,49900,25280000
637,2019-01-21,cloth,201404,49000,54956000
638,2019-01-21,daily_supplies,201514,189000,150582000
639,2019-01-21,food,200033,69900,116599000
640,2019-01-21,food,200864,30900,101063000
641,2019-01-21,food,201483,59900,129957000
642,2019-01-21,food,202076,96000,106034000
643,2019-01-21,food,202182,43900,97849000
644,2019-01-21,food,202444,59900,155822000
645,2019-01-21,food,202512,61000,131126000
646,2019-01-21,health,201002,69000,39348000
647,2019-01-21,home_appliance,200465,489000,78023000
648,2019-01-21,home_appliance,200533,439000,101023000
649,2019-01-21,home_appliance,201684,1080000,2660000
650,2019-01-21,home_appliance,201687,1800000,13272000
651,2019-01-21,home_appliance,201691,2880000,14050000
652,2019-01-21,home_appliance,201704,1349000,60649000
653,2019-01-21,home_appliance,201706,1089000,6218000
654,2019-01-21,home_appliance,201737,1000000,24271000
655,2019-01-21,home_appliance,201741,1700000,8344000
656,2019-01-21,home_appliance,201745,2700000,13172000
657,2019-01-21,home_appliance,201756,1259000,74280000
658,2019-01-21,home_appliance,201758,999000,25381000
659,2019-01-21,kitchen,200819,89800,110700000
660,2019-01-21,kitchen,200868,109800,80677000
661,2019-01-21,stuff,202178,99000,100291000
662,2019-01-21,underwear,200988,59000,89286000
663,2019-01-21,underwear,201848,59000,107918000
664,2019-01-21,underwear,201851,59000,45334000
665,2019-01-21,underwear,201852,119000,104365000
666,2019-01-22,beauty,200197,39800,98592000
667,2019-01-22,cloth,202417,39000,49260000
668,2019-01-22,cloth,202421,169000,58516000
669,2019-01-22,daily_supplies,200787,40900,39989000
670,2019-01-22,food,200114,39900,99082000
671,2019-01-22,food,200670,50900,147329000
672,2019-01-22,food,201499,59900,122713000
673,2019-01-22,food,201788,39900,124170000
674,2019-01-22,food,202491,32900,126854000
675,2019-01-22,home_appliance,200487,1549000,63747000
676,2019-01-22,home_appliance,200554,1409000,72377000
677,2019-01-22,home_appliance,201700,1340000,7252000
678,2019-01-22,home_appliance,201701,1290000,3491000
679,2019-01-22,home_appliance,201702,1190000,19135000
680,2019-01-22,home_appliance,201753,1250000,3384000
681,2019-01-22,home_appliance,201754,1200000,6449000
682,2019-01-22,home_appliance,201755,1100000,5960000
683,2019-01-22,kitchen,200236,60900,150329000
684,2019-01-22,kitchen,200267,109000,19830000
685,2019-01-22,kitchen,200268,129000,96639000
686,2019-01-22,kitchen,202093,168000,30943000
687,2019-01-22,kitchen,202095,158000,8478000
688,2019-01-22,kitchen,202098,158000,67209000
689,2019-01-22,kitchen,202100,148000,17243000
690,2019-01-22,kitchen,202229,218000,17120000
691,2019-01-22,kitchen,202230,238000,46299000
692,2019-01-22,kitchen,202237,208000,20276000
693,2019-01-22,kitchen,202238,228000,33256000
694,2019-01-22,kitchen,202455,218000,65983000
695,2019-01-22,kitchen,202456,208000,17141000
696,2019-01-22,kitchen,202457,198000,17023000
697,2019-01-22,kitchen,202458,208000,45227000
698,2019-01-22,stuff,200761,129000,33947000
699,2019-01-22,underwear,201832,79000,64947000
700,2019-01-22,underwear,201834,79000,12196000
701,2019-01-22,underwear,201836,79000,24753000
702,2019-01-22,underwear,201852,119000,74554000
703,2019-01-22,underwear,202110,89900,95810000
704,2019-01-23,beauty,200197,39800,141309000
705,2019-01-23,cloth,201059,39900,43424000
706,2019-01-23,cloth,201404,49000,62294000
707,2019-01-23,food,201350,39900,261345000
708,2019-01-23,food,201787,70900,79887000
709,2019-01-23,food,202076,96000,130343000
710,2019-01-23,food,202171,59900,83515000
711,2019-01-23,food,202449,59900,146817000
712,2019-01-23,food,202512,61000,120474000
713,2019-01-23,health,201972,74900,43636000
714,2019-01-23,home_appliance,201704,1349000,83130000
715,2019-01-23,home_appliance,201706,1089000,9276000
716,2019-01-23,home_appliance,201756,1259000,63295000
717,2019-01-23,home_appliance,201758,999000,19830000
718,2019-01-23,kitchen,200236,60900,104600000
719,2019-01-23,kitchen,200279,64800,87477000
720,2019-01-23,kitchen,200745,89000,2030000
721,2019-01-23,kitchen,200746,129000,7709000
722,2019-01-23,kitchen,200747,188000,22880000
723,2019-01-23,kitchen,200750,79000,4243000
724,2019-01-23,kitchen,200751,119000,6001000
725,2019-01-23,kitchen,200752,168000,24616000
726,2019-01-23,kitchen,200819,89800,99030000
727,2019-01-23,kitchen,202369,69800,48593000
728,2019-01-23,kitchen,202455,218000,58263000
729,2019-01-23,kitchen,202456,208000,8283000
730,2019-01-23,kitchen,202457,198000,13518000
731,2019-01-23,kitchen,202458,208000,48942000
732,2019-01-23,underwear,200977,89000,46007000
733,2019-01-23,underwear,202004,79900,83965000
734,2019-01-23,underwear,202282,59900,77532000
735,2019-01-24,cloth,201161,79000,52291000
736,2019-01-24,cloth,201414,29900,54119000
737,2019-01-24,cloth,201794,49000,40820000
738,2019-01-24,cloth,201801,49000,37700000
739,2019-01-24,daily_supplies,201514,189000,100640000
740,2019-01-24,food,200033,69900,110368000
741,2019-01-24,food,200039,40900,363002000
742,2019-01-24,food,201479,49900,159141000
743,2019-01-24,food,201483,59900,128674000
744,2019-01-24,food,201788,39900,119556000
745,2019-01-24,food,202076,96000,127404000
746,2019-01-24,food,202484,32900,159899000
747,2019-01-24,home_appliance,200924,399000,20970000
748,2019-01-24,home_appliance,200925,349000,2714000
749,2019-01-24,home_appliance,200932,379000,17057000
750,2019-01-24,home_appliance,200933,329000,4160000
751,2019-01-24,home_appliance,201684,1080000,41932000
752,2019-01-24,home_appliance,201687,1800000,35101000
753,2019-01-24,home_appliance,201691,2880000,21100000
754,2019-01-24,home_appliance,201737,1000000,38809000
755,2019-01-24,home_appliance,201741,1700000,24882000
756,2019-01-24,home_appliance,201745,2700000,19807000
757,2019-01-24,kitchen,200267,109000,20460000
758,2019-01-24,kitchen,200268,129000,96332000
759,2019-01-24,kitchen,200821,29800,5829000
760,2019-01-24,kitchen,200822,39800,49946000
761,2019-01-24,stuff,202178,99000,85665000
762,2019-01-24,underwear,201848,59000,99334000
763,2019-01-24,underwear,201851,59000,32056000
764,2019-01-24,underwear,202060,99900,41937000
765,2019-01-24,underwear,202110,89900,121867000
766,2019-01-25,cloth,202403,69000,57787000
767,2019-01-25,cloth,202421,169000,101240000
768,2019-01-25,daily_supplies,202361,59900,63705000
769,2019-01-25,daily_supplies,202362,59900,11221000
770,2019-01-25,food,200025,39900,4786000
771,2019-01-25,food,200026,49900,56274000
772,2019-01-25,food,200033,69900,100915000
773,2019-01-25,food,200864,30900,83232000
774,2019-01-25,food,201498,59900,104161000
775,2019-01-25,food,202365,59900,142178000
776,2019-01-25,food,202449,59900,164027000
777,2019-01-25,home_appliance,200432,1440000,27883000
778,2019-01-25,home_appliance,200441,2130000,46404000
779,2019-01-25,home_appliance,200451,2990000,0
780,2019-01-25,home_appliance,200499,1300000,22041000
781,2019-01-25,home_appliance,200508,1900000,73509000
782,2019-01-25,home_appliance,200518,2700000,0
783,2019-01-25,home_appliance,201704,1349000,71306000
784,2019-01-25,home_appliance,201706,1089000,9304000
785,2019-01-25,home_appliance,201756,1259000,55080000
786,2019-01-25,home_appliance,201758,999000,14117000
787,2019-01-25,kitchen,200001,99000,87062000
788,2019-01-25,kitchen,201584,119000,113923000
789,2019-01-25,kitchen,202091,89000,3552000
790,2019-01-25,kitchen,202096,84000,8008000
791,2019-01-25,stuff,200950,139000,15336000
792,2019-01-25,stuff,200953,129000,21945000
793,2019-01-25,stuff,202025,49800,33805000
794,2019-01-25,stuff,202027,49800,11507000
795,2019-01-25,underwear,200653,59900,98887000
796,2019-01-25,underwear,200988,59000,93350000
797,2019-01-25,underwear,201852,119000,103187000
798,2019-01-26,beauty,200197,39800,168254000
799,2019-01-26,cloth,201047,39900,50989000
800,2019-01-26,cloth,202043,399000,146378000
801,2019-01-26,daily_supplies,201514,189000,115797000
802,2019-01-26,food,200039,40900,195193000
803,2019-01-26,food,200670,50900,106007000
804,2019-01-26,food,201350,39900,244328000
805,2019-01-26,food,202076,96000,191343000
806,2019-01-26,food,202360,32900,115565000
807,2019-01-26,food,202447,59900,235816000
808,2019-01-26,food,202449,59900,201642000
809,2019-01-26,health,200137,189000,41230000
810,2019-01-26,health,200138,179000,62711000
811,2019-01-26,home_appliance,200465,489000,68371000
812,2019-01-26,home_appliance,200533,439000,75204000
813,2019-01-26,kitchen,200236,60900,156087000
814,2019-01-26,kitchen,200607,56900,87324000
815,2019-01-26,kitchen,200868,109800,118967000
816,2019-01-26,kitchen,202116,69900,92117000
817,2019-01-26,stuff,202178,99000,109652000
818,2019-01-26,underwear,200653,59900,104718000
819,2019-01-26,underwear,202110,89900,176534000
820,2019-01-27,beauty,200197,39800,146271000
821,2019-01-27,cloth,201225,69900,22145000
822,2019-01-27,cloth,201231,69900,16528000
823,2019-01-27,cloth,202043,399000,158452000
824,2019-01-27,cloth,202392,59900,79196000
825,2019-01-27,cloth,202421,169000,112893000
826,2019-01-27,food,200039,40900,204704000
827,2019-01-27,food,201479,49900,205727000
828,2019-01-27,food,201788,39900,178766000
829,2019-01-27,food,202449,59900,237747000
830,2019-01-27,home_appliance,200430,1440000,24465000
831,2019-01-27,home_appliance,200439,2130000,30961000
832,2019-01-27,home_appliance,200448,2990000,7274000
833,2019-01-27,home_appliance,200465,489000,73312000
834,2019-01-27,home_appliance,200497,1300000,6354000
835,2019-01-27,home_appliance,200506,1900000,50550000
836,2019-01-27,home_appliance,200515,2700000,13142000
837,2019-01-27,home_appliance,200533,439000,92461000
838,2019-01-27,home_appliance,200924,399000,15028000
839,2019-01-27,home_appliance,200925,349000,7942000
840,2019-01-27,home_appliance,200932,379000,18936000
841,2019-01-27,home_appliance,200933,329000,5022000
842,2019-01-27,kitchen,200236,60900,183174000
843,2019-01-27,kitchen,201986,83800,46108000
844,2019-01-27,kitchen,201987,63800,4047000
845,2019-01-27,kitchen,202093,168000,44468000
846,2019-01-27,kitchen,202095,158000,10210000
847,2019-01-27,kitchen,202098,158000,73872000
848,2019-01-27,kitchen,202100,148000,24074000
849,2019-01-27,stuff,202178,99000,164309000
850,2019-01-27,underwear,201832,79000,58596000
851,2019-01-27,underwear,201834,79000,11678000
852,2019-01-27,underwear,201836,79000,23956000
853,2019-01-27,underwear,201848,59000,96884000
854,2019-01-27,underwear,201851,59000,25461000
855,2019-01-27,underwear,201852,119000,139069000
856,2019-01-27,underwear,202110,89900,129404000
857,2019-01-28,cloth,201414,29900,42300000
858,2019-01-28,daily_supplies,201514,189000,124579000
859,2019-01-28,food,200670,50900,134814000
860,2019-01-28,food,200864,30900,129274000
861,2019-01-28,food,201479,49900,226363000
862,2019-01-28,food,201498,59900,86812000
863,2019-01-28,food,202076,96000,103485000
864,2019-01-28,food,202484,32900,165278000
865,2019-01-28,food,202491,32900,91124000
866,2019-01-28,food,202512,61000,130909000
867,2019-01-28,health,200137,189000,34051000
868,2019-01-28,health,200138,179000,60014000
869,2019-01-28,kitchen,200236,60900,150142000
870,2019-01-28,kitchen,202116,69900,43420000
871,2019-01-28,kitchen,202465,218000,69827000
872,2019-01-28,kitchen,202468,208000,19363000
873,2019-01-28,kitchen,202471,198000,21951000
874,2019-01-28,kitchen,202478,208000,55578000
875,2019-01-28,stuff,201844,49000,38017000
876,2019-01-28,underwear,200986,79000,40015000
877,2019-01-28,underwear,201848,59000,108909000
878,2019-01-28,underwear,201851,59000,24601000
879,2019-01-28,underwear,201892,119000,131277000
880,2019-01-28,underwear,201999,69900,69279000
881,2019-01-28,underwear,202110,89900,97101000
882,2019-01-29,beauty,200197,39800,122974000
883,2019-01-29,cloth,201047,39900,75674000
884,2019-01-29,cloth,201794,49000,39733000
885,2019-01-29,cloth,201801,49000,32684000
886,2019-01-29,food,200033,69900,70268000
887,2019-01-29,food,200670,50900,106949000
888,2019-01-29,food,200864,30900,128860000
889,2019-01-29,food,201350,39900,278123000
890,2019-01-29,food,201499,59900,101264000
891,2019-01-29,food,201788,39900,106071000
892,2019-01-29,food,202076,96000,112394000
893,2019-01-29,food,202491,32900,86527000
894,2019-01-29,kitchen,200236,60900,111889000
895,2019-01-29,kitchen,200819,89800,97145000
896,2019-01-29,kitchen,200868,109800,97237000
897,2019-01-29,kitchen,202093,168000,33235000
898,2019-01-29,kitchen,202095,158000,10726000
899,2019-01-29,kitchen,202098,158000,75053000
900,2019-01-29,kitchen,202100,148000,28630000
901,2019-01-29,stuff,200950,139000,11444000
902,2019-01-29,stuff,200953,129000,25560000
903,2019-01-29,underwear,200988,59000,45097000
904,2019-01-29,underwear,201848,59000,114484000
905,2019-01-29,underwear,201851,59000,25006000
906,2019-01-29,underwear,201892,119000,143755000
907,2019-01-29,underwear,202110,89900,88157000
908,2019-01-30,cloth,201059,39900,32479000
909,2019-01-30,food,200039,40900,91605000
910,2019-01-30,food,202076,96000,100048000
911,2019-01-30,food,202365,59900,131293000
912,2019-01-30,food,202449,59900,87632000
913,2019-01-30,home_appliance,200430,1440000,13917000
914,2019-01-30,home_appliance,200439,2130000,41290000
915,2019-01-30,home_appliance,200448,2990000,0
916,2019-01-30,home_appliance,200465,489000,55622000
917,2019-01-30,home_appliance,200487,1549000,35983000
918,2019-01-30,home_appliance,200497,1300000,25168000
919,2019-01-30,home_appliance,200506,1900000,59715000
920,2019-01-30,home_appliance,200515,2700000,0
921,2019-01-30,home_appliance,200533,439000,102209000
922,2019-01-30,home_appliance,200554,1409000,47091000
923,2019-01-30,home_appliance,201704,1349000,87161000
924,2019-01-30,home_appliance,201706,1089000,6246000
925,2019-01-30,home_appliance,201756,1259000,70110000
926,2019-01-30,home_appliance,201758,999000,18985000
927,2019-01-30,kitchen,200235,50900,111015000
928,2019-01-30,kitchen,200267,109000,13273000
929,2019-01-30,kitchen,200268,129000,90219000
930,2019-01-30,kitchen,200607,56900,62093000
931,2019-01-30,kitchen,201584,119000,125570000
932,2019-01-30,kitchen,202093,168000,27918000
933,2019-01-30,kitchen,202095,158000,8998000
934,2019-01-30,kitchen,202098,158000,62838000
935,2019-01-30,kitchen,202100,148000,16670000
936,2019-01-30,kitchen,202227,219000,14771000
937,2019-01-30,kitchen,202231,289000,20497000
938,2019-01-30,kitchen,202233,209000,12048000
939,2019-01-30,kitchen,202235,279000,14366000
940,2019-01-30,kitchen,202465,218000,48968000
941,2019-01-30,kitchen,202468,208000,9767000
942,2019-01-30,kitchen,202471,198000,7189000
943,2019-01-30,kitchen,202478,208000,29713000
